assembly ID	domain	phylum	class	order	family	genus	species	full scientific name	metabolism
GCA_002024005	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida subsp. septica	<I>Pasteurella</I> <I>multocida</I> subsp. <I>septica</I> Mutters et al. 1985	aerobe
GCA_002024015	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida subsp. septica	<I>Pasteurella</I> <I>multocida</I> subsp. <I>septica</I> Mutters et al. 1985	aerobe
GCA_002024045	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida subsp. septica	<I>Pasteurella</I> <I>multocida</I> subsp. <I>septica</I> Mutters et al. 1985	aerobe
GCA_000146325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	<I>Pediococcus</I> <I>acidilactici</I> Lindner 1887 (Approved Lists 1980)	anaerobe
GCA_012396515	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	<I>Pediococcus</I> <I>acidilactici</I> Lindner 1887 (Approved Lists 1980)	anaerobe
GCA_001437115	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	<I>Pediococcus</I> <I>acidilactici</I> Lindner 1887 (Approved Lists 1980)	microaerophile
GCA_001411765	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_001437285	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_001541865	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_001593095	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_001748065	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_002173535	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_002202155	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_002724015	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_002982155	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_003429405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	<I>Pediococcus</I> <I>pentosaceus</I> Mees 1934 (Approved Lists 1980)	anaerobe
GCA_004310665	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter kyonggii	<I>Pedobacter</I> <I>kyonggii</I> Chaudhary et al. 2017	obligate aerobe
GCA_000832545	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter lusitanus	<I>Pedobacter</I> <I>lusitanus</I> Covas et al. 2017	aerobe
GCA_003208655	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter nutrimenti	<I>Pedobacter</I> <I>nutrimenti</I> Derichs et al. 2014	aerobe
GCA_001652725	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter psychrophilus	<I>Pedobacter</I> <I>psychrophilus</I> Svec et al. 2017	aerobe
GCA_004340665	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter psychrotolerans	<I>Pedobacter</I> <I>psychrotolerans</I> Manandhar et al. 2016	aerobe
GCA_003992625	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	Pelagibacterium lentulum	<I>Pelagibacterium</I> <I>lentulum</I> Wang et al. 2017	aerobe
GCA_013133795	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pelistega	Pelistega suis	<I>Pelistega</I> <I>suis</I> Vela et al. 2015	aerobe
GCA_001888165	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter acetylenicus	<I>Pelobacter</I> <I>acetylenicus</I> Schink 1986	anaerobe
GCA_003609575	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	Pelobium manganitolerans	<I>Pelobium</I> <I>manganitolerans</I> Xia et al. 2016	facultative anaerobe
GCA_000238095	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	Peptoanaerobacter stomatis	<I>Peptoanaerobacter</I> <I>stomatis</I> Sizova et al. 2016	anaerobe
GCA_000238115	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	Peptoanaerobacter stomatis	<I>Peptoanaerobacter</I> <I>stomatis</I> Sizova et al. 2016	anaerobe
GCA_000238135	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	Peptoanaerobacter stomatis	<I>Peptoanaerobacter</I> <I>stomatis</I> Sizova et al. 2016	anaerobe
GCA_000293035	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	Peptoanaerobacter stomatis	<I>Peptoanaerobacter</I> <I>stomatis</I> Sizova et al. 2016	anaerobe
GCA_901447155	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus catoniae	<I>Peptoniphilus</I> <I>catoniae</I> Patel et al. 2016	obligate anaerobe
GCA_001553115	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus coxii	<I>Peptoniphilus</I> <I>coxii</I> Citron et al. 2013	anaerobe
GCA_003012055	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	<I>Peptostreptococcus</I> <I>russellii</I> Whitehead et al. 2011	anaerobe
GCA_900110295	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii	<I>Peptostreptococcus</I> <I>russellii</I> Whitehead et al. 2011	anaerobe
GCA_001676655	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	Perlucidibaca aquatica	<I>Perlucidibaca</I> <I>aquatica</I> Baek et al. 2017	aerobe
GCA_002895565	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mexicana	<I>Petrotoga</I> <I>mexicana</I> Miranda-Tello et al. 2004	anaerobe
GCA_001508055	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis	<I>Petrotoga</I> <I>mobilis</I> Lien et al. 1998	anaerobe
GCA_001509385	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis	<I>Petrotoga</I> <I>mobilis</I> Lien et al. 1998	anaerobe
GCA_000826835	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002407245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002412025	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002412045	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002888715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002891905	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002891925	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_002892245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter piscinae	<I>Phaeobacter</I> <I>piscinae</I> Sonnenschein et al. 2017	aerobe
GCA_001888185	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter porticola	<I>Phaeobacter</I> <I>porticola</I> Breider et al. 2017	aerobe
GCA_003269275	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_003945365	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718795	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718835	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718925	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718935	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718945	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718985	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009718995	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_009719025	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	<I>Phascolarctobacterium</I> <I>faecium</I> Del Dot et al. 1994	anaerobe
GCA_003254705	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium deserti	<I>Phenylobacterium</I> <I>deserti</I> Khan et al. 2017	aerobe
GCA_009910675	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium alginatilyticum	<I>Photobacterium</I> <I>alginatilyticum</I> Wang et al. 2017	facultative aerobe
GCA_001939735	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium proteolyticum	<I>Photobacterium</I> <I>proteolyticum</I> Li et al. 2017	facultative anaerobe
GCA_011189575	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus cinerea	<I>Photorhabdus</I> <I>cinerea</I> (Tóth and Lakatos 2008) Machado et al. 2018	aerobe
GCA_005144885	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phreatobacteraceae	Phreatobacter	Phreatobacter stygius	<I>Phreatobacter</I> <I>stygius</I> Lee et al. 2017	obligate aerobe
GCA_011326735	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	Phycicoccus endophyticus	<I>Phycicoccus</I> <I>endophyticus</I> Liu et al. 2016	aerobe
GCA_010550695	Bacteria	Actinobacteria	Actinobacteria	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora alkaliphila	<I>Phytoactinopolyspora</I> <I>alkaliphila</I> Zhang et al. 2016	aerobe
GCA_008119665	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	Pigmentiphaga aceris	<I>Pigmentiphaga</I> <I>aceris</I> Lee 2017	aerobe
GCA_004011805	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales, not assigned to family	Piscinibacter	Piscinibacter defluvii	<I>Piscinibacter</I> <I>defluvii</I> Cho et al. 2016	aerobe
GCA_003444825	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata	<I>Planktomarina</I> <I>temperata</I> Giebel et al. 2013	aerobe
GCA_003484305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata	<I>Planktomarina</I> <I>temperata</I> Giebel et al. 2013	aerobe
GCA_003505545	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata	<I>Planktomarina</I> <I>temperata</I> Giebel et al. 2013	aerobe
GCA_002105285	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	Planktotalea arctica	<I>Planktotalea</I> <I>arctica</I> Baek et al. 2017	aerobe
GCA_001186155	Bacteria	Firmicutes	Bacilli	Caryophanales	Caryophanaceae	Planococcus	Planococcus versutus	<I>Planococcus</I> <I>versutus</I> See-Too et al. 2017	aerobe
GCA_000813415	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_002093895	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_003019855	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_003086275	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_003447575	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_003447605	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_009183385	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_009183395	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_009183405	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_009183485	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales, not assigned to family	Plesiomonas	Plesiomonas shigelloides	<I>Plesiomonas</I> <I>shigelloides</I> corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)	aerobe
GCA_002954605	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter butkevichii	<I>Polaribacter</I> <I>butkevichii</I> Nedashkovskaya et al. 2006	aerobe
GCA_002201315	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter haliotis	<I>Polaribacter</I> <I>haliotis</I> Kim et al. 2016	aerobe
GCA_001680885	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter vadi	<I>Polaribacter</I> <I>vadi</I> Kim et al. 2017	obligate aerobe
GCA_001761365	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter vadi	<I>Polaribacter</I> <I>vadi</I> Kim et al. 2017	obligate aerobe
GCA_002206625	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter campilacus	<I>Polynucleobacter</I> <I>campilacus</I> Hahn et al. 2018	aerobe
GCA_002192535	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter hirudinilacicola	<I>Polynucleobacter</I> <I>hirudinilacicola</I> Hahn et al. 2018	aerobe
GCA_900187875	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter victoriensis	<I>Polynucleobacter</I> <I>victoriensis</I> Hahn et al. 2017	facultative anaerobe
GCA_003002015	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter ummariensis	<I>Pontibacter</I> <I>ummariensis</I> Mahato et al. 2016	aerobe
GCA_900188175	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter ummariensis	<I>Pontibacter</I> <I>ummariensis</I> Mahato et al. 2016	aerobe
GCA_003096355	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter virosus	<I>Pontibacter</I> <I>virosus</I> Kohli et al. 2016	aerobe
GCA_000614355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	<I>Porphyromonas</I> <I>cangingivalis</I> Collins et al. 1994	anaerobe
GCA_000766005	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	<I>Porphyromonas</I> <I>cangingivalis</I> Collins et al. 1994	anaerobe
GCA_000768995	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	<I>Porphyromonas</I> <I>cangingivalis</I> Collins et al. 1994	anaerobe
GCA_900167355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	<I>Porphyromonas</I> <I>cangingivalis</I> Collins et al. 1994	anaerobe
GCA_900454945	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	<I>Porphyromonas</I> <I>cangingivalis</I> Collins et al. 1994	anaerobe
GCA_900638305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis	<I>Porphyromonas</I> <I>cangingivalis</I> Collins et al. 1994	anaerobe
GCA_000765975	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas canoris	<I>Porphyromonas</I> <I>canoris</I> Love et al. 1994	anaerobe
GCA_000769115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas canoris	<I>Porphyromonas</I> <I>canoris</I> Love et al. 1994	anaerobe
GCA_000565015	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae	<I>Porphyromonas</I> <I>catoniae</I> (Moore and Moore 1994) Willems and Collins 1995	anaerobe
GCA_900167105	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas circumdentaria	<I>Porphyromonas</I> <I>circumdentaria</I> Love et al. 1992	anaerobe
GCA_000509265	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas crevioricanis	<I>Porphyromonas</I> <I>crevioricanis</I> Hirasawa and Takada 1994	anaerobe
GCA_000010505	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_000739415	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_001263815	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_001297745	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_001553795	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_002204455	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_002529125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_002529145	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_002529155	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_002529185	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	<I>Porphyromonas</I> <I>gingivalis</I> (Coykendall et al. 1980) Shah and Collins 1988	anaerobe
GCA_000378065	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000765945	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000768765	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000768775	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000768785	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000768835	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000768915	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000769015	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
GCA_000769095	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae	<I>Porphyromonas</I> <I>gulae</I> Fournier et al. 2001	anaerobe
